component_id,component_type_id,component_mac475,mac475_weight,uniqueness,orientation,overall_length,adaptor_adaptor_angle,adaptor_overall_length,adaptor_end_form_id_1,adaptor_connection_type_id_1,adaptor_length_1,adaptor_thread_size_1,adaptor_thread_pitch_1,adaptor_nominal_size_1,adaptor_end_form_id_2,adaptor_connection_type_id_2,adaptor_length_2,adaptor_thread_size_2,adaptor_thread_pitch_2,adaptor_nominal_size_2,adaptor_hex_size,adaptor_unique_feature,adaptor_orientation,adaptor_weight,boss_type,boss_connection_type_id,boss_outside_shape,boss_base_type,boss_height_over_tube,boss_bolt_pattern_long,boss_bolt_pattern_wide,boss_groove,boss_base_diameter,boss_shoulder_diameter,boss_unique_feature,boss_orientation,boss_weight,elbow_bolt_pattern_long,elbow_bolt_pattern_wide,elbow_extension_length,elbow_overall_length,elbow_thickness,elbow_drop_length,elbow_elbow_angle,elbow_mj_class_code,elbow_mj_plug_class_code,elbow_plug_diameter,elbow_groove,elbow_unique_feature,elbow_orientation,elbow_weight,float_bolt_pattern_long,float_bolt_pattern_wide,float_thickness,float_orientation,float_weight,hfl_hose_diameter,hfl_corresponding_shell,hfl_coupling_class,hfl_material,hfl_plating,hfl_orientation,hfl_weight,nut_hex_nut_size,nut_seat_angle,nut_length,nut_thread_size,nut_thread_pitch,nut_diameter,nut_blind_hole,nut_orientation,nut_weight,other_weight,sleeve_connection_type_id,sleeve_length,sleeve_intended_nut_thread,sleeve_intended_nut_pitch,sleeve_unique_feature,sleeve_plating,sleeve_orientation,sleeve_weight,straight_bolt_pattern_long,straight_bolt_pattern_wide,straight_head_diameter,straight_overall_length,straight_thickness,straight_mj_class_code,straight_groove,straight_unique_feature,straight_orientation,straight_weight,tee_bolt_pattern_long,tee_bolt_pattern_wide,tee_extension_length,tee_overall_length,tee_thickness,tee_drop_length,tee_mj_class_code,tee_mj_plug_class_code,tee_groove,tee_unique_feature,tee_orientation,tee_weight,threaded_adaptor_angle,threaded_overall_length,threaded_hex_size,threaded_end_form_id_1,threaded_connection_type_id_1,threaded_length_1,threaded_thread_size_1,threaded_thread_pitch_1,threaded_nominal_size_1,threaded_end_form_id_2,threaded_connection_type_id_2,threaded_length_2,threaded_thread_size_2,threaded_thread_pitch_2,threaded_nominal_size_2,threaded_end_form_id_3,threaded_connection_type_id_3,threaded_length_3,threaded_thread_size_3,threaded_thread_pitch_3,threaded_nominal_size_3,threaded_end_form_id_4,threaded_connection_type_id_4,threaded_length_4,threaded_thread_size_4,threaded_thread_pitch_4,threaded_nominal_size_4,threaded_unique_feature,threaded_orientation,threaded_weight
C-0061,CP-010,elbow,0.2,Y,Y,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.07,30.18,37.0,66.3,20.3,9.5,90.0,NONE,NONE,50.0,Y,Y,Y,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0062,CP-003,straight,1.85,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.82,44.45,50.8,28.0,36.0,NONE,N,N,Y,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0063,CP-010,elbow,0.22699999999999998,Y,Y,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.45,30.18,38.77,31.0,48.0,35.0,90.0,NONE,NONE,50.0,Y,Y,Y,0.22699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0064,OTHER,other,0.9520000000000001,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0065,CP-009,elbow,0.561,N,Y,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.63,22.23,35.5,56.0,34.0,18.0,90.0,NONE,NONE,50.0,Y,N,Y,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0066,CP-009,elbow,0.614,N,Y,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6,22.2,35.5,56.0,38.0,20.5,90.0,NONE,NONE,50.0,Y,N,Y,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0067,OTHER,other,0.265,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0068,OTHER,other,0.25,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0069,CP-015,threaded,0.21600000000000003,Y,Y,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,38.5,31.75,A-001,B-002,29.0,0.812,16.0,25.4,A-004,NONE,16.0,1.187,12.0,17.3,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.21600000000000005
C-0070,CP-015,threaded,0.17800000000000002,N,Y,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,38.5,31.75,A-003,NONE,30.0,1.0,14.0,21.7,A-001,B-002,27.0,0.812,16.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.17800000000000002
C-0071,CP-018,boss,0.08,Y,Y,0.0,,,,,,,,,,,,,,,,,,,Boss,B-005,Round,Shoulder,20.0,77.8,42.9,N,30.0,23.0,Y,Y,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0072,CP-015,threaded,0.29,N,Y,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,38.5,31.75,A-003,NONE,30.0,1.0,14.0,21.7,A-001,B-002,33.5,1.0,14.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.29
C-0073,CP-015,threaded,0.537,N,Y,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,38.5,31.75,A-004,NONE,21.0,1.0,14.0,22.22,A-001,B-002,35.0,1.0,14.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.537
C-0074,CP-014,threaded,0.134,N,N,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,40.5,27.0,A-003,NONE,37.3,1.0,14.0,21.7,A-001,B-002,35.5,1.0,14.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.134
C-0075,CP-011,elbow,1.09,N,Y,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,26.2,50.1,78.0,46.0,22.0,90.0,MJ-003,Threaded,50.0,N,N,Y,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0076,CP-011,elbow,1.494,N,Y,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,30.2,53.1,85.5,53.0,25.5,90.0,MJ-003,Threaded,50.0,N,N,Y,1.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0077,CP-014,threaded,0.066,N,N,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,23.0,27.2,A-004,NONE,37.3,1.0,14.0,17.14,A-001,B-002,35.5,0.812,16.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.066
C-0078,CP-014,threaded,0.07,N,N,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,32.0,27.0,A-005,B-002,37.3,0.812,16.0,25.4,A-004,NONE,35.5,1.187,12.0,17.14,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,N,0.07
C-0079,CP-002,straight,3.09,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.18,77.77,50.8,28.0,28.0,MJ-001,Y,N,Y,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0080,CP-003,straight,0.434,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,23.8,50.8,28.0,18.0,NONE,N,N,Y,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0081,CP-004,straight,0.02,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,31.8,50.8,28.0,11.0,NONE,N,N,Y,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0082,CP-018,boss,0.043,Y,Y,0.0,,,,,,,,,,,,,,,,,,,Boss,B-002,Round,Saddle,15.65,77.8,42.9,N,28.0,22.36,Y,Y,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0083,CP-019,boss,2.093,N,Y,0.0,,,,,,,,,,,,,,,,,,,NONE,B-012,NONE,NONE,36.5,77.8,42.9,N,28.0,22.36,N,Y,2.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0084,CP-019,boss,2.6010000000000004,N,Y,0.0,,,,,,,,,,,,,,,,,,,NONE,B-012,NONE,NONE,36.5,88.9,50.8,N,28.0,22.36,N,Y,2.6010000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0085,OTHER,other,0.079,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0086,CP-003,straight,0.65,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2,27.8,50.8,28.0,21.0,NONE,N,N,Y,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0087,OTHER,other,7.26,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0088,OTHER,other,6.35,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0089,OTHER,other,0.06,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0090,CP-011,elbow,1.159,N,Y,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,26.2,50.1,94.0,46.0,22.0,90.0,MJ-003,Threaded,50.0,Y,N,Y,1.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0091,OTHER,other,0.16399999999999998,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0092,OTHER,other,0.09,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0093,CP-003,straight,0.332,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.72,30.18,50.8,28.0,12.0,NONE,N,N,Y,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0094,CP-010,elbow,0.61,Y,Y,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.13,30.18,41.5,65.5,35.0,22.3,90.0,NONE,NONE,50.0,Y,Y,Y,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0095,CP-025,nut,0.046,N,N,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,37.0,23.5,1.000,14.0,20.0,NONE,N,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0096,CP-024,sleeve,0.006,N,N,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-002,8.5,0.687,16.0,N,Y,N,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0097,CP-025,nut,0.027000000000000003,N,N,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,37.0,17.0,.687,16.0,20.0,NONE,N,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0098,OTHER,other,0.23600000000000002,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0099,OTHER,other,0.21899999999999997,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0100,OTHER,other,3.2889999999999997,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0101,CP-024,sleeve,0.01,N,N,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-002,10.5,0.812,16.0,N,Y,N,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0102,CP-025,nut,0.027000000000000003,N,N,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,37.0,20.0,.812,16.0,20.0,NONE,N,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0103,OTHER,other,1.4569999999999999,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0104,CP-008,elbow,1.496,N,Y,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,26.2,50.0,78.5,44.0,22.0,90.0,NONE,NONE,50.0,N,N,Y,1.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0105,CP-008,elbow,9.6,N,Y,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.68,31.75,70.0,100.0,80.0,51.0,90.0,NONE,NONE,50.0,Y,N,Y,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0106,CP-008,elbow,9.6,N,Y,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,31.8,70.0,100.0,80.0,51.0,90.0,NONE,NONE,50.0,N,N,Y,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0107,CP-008,elbow,0.682,N,Y,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,23.8,40.0,70.0,19.0,28.0,90.0,NONE,NONE,50.0,N,N,Y,0.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0108,OTHER,other,0.13,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0109,OTHER,other,0.063,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0110,CP-002,straight,1.097,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8,42.9,50.8,28.0,28.0,MJ-001,Y,N,Y,1.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0111,CP-018,boss,0.1,Y,Y,0.0,,,,,,,,,,,,,,,,,,,Boss,B-009,Round,Shoulder,19.0,77.8,42.9,N,35.0,30.0,Y,Y,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0112,OTHER,other,0.9009999999999999,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0113,OTHER,other,3.4160000000000004,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4160000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0114,OTHER,other,2.927,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0115,CP-003,straight,0.43,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,26.19,50.8,28.0,20.0,NONE,N,N,Y,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0116,OTHER,other,0.1,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0117,CP-018,boss,0.081,N,Y,0.0,,,,,,,,,,,,,,,,,,,Boss,B-005,Round,Saddle,22.0,77.8,42.9,N,25.4,22.36,N,Y,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0118,OTHER,other,0.25,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0119,CP-015,threaded,0.205,N,Y,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,38.5,31.75,A-001,B-003,44.0,0.625,18.0,25.4,A-004,NONE,15.0,1.187,12.0,9.52,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.205
C-0120,OTHER,other,0.028999999999999998,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0121,OTHER,other,0.22699999999999998,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0122,CP-006,straight,0.08,N,N,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.68,31.8,44.45,19.05,8.0,NONE,Y,N,N,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0123,OTHER,other,0.5660000000000001,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5660000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0124,OTHER,other,0.14300000000000002,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0125,OTHER,other,0.165,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0126,OTHER,other,0.162,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0127,OTHER,other,0.166,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0128,OTHER,other,0.158,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0129,OTHER,other,0.25,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0130,OTHER,other,0.49,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
