tube_assembly_id,quantity_range_min,quantity_range_max,price_band_count,bracket_yes_count,bracket_no_count
TA-01054,2,10,5,5,0
TA-01055,1,250,8,8,0
TA-01056,5,20,4,4,0
TA-01057,1,250,8,8,0
TA-01058,1,250,8,8,0
TA-01059,1,250,8,8,0
TA-01060,1,250,8,8,0
TA-01061,1,250,8,8,0
TA-01062,1,250,8,8,0
TA-01063,1,9,5,5,0
TA-01064,1,250,8,8,0
TA-01065,1,250,8,8,0
TA-01066,1,250,8,8,0
TA-01067,1,1,1,0,1
TA-01068,1,250,8,8,0
TA-01069,2,20,4,4,0
TA-01070,5,10,2,2,0
TA-01071,1,250,8,8,0
TA-01072,1,250,8,8,0
TA-01073,1,250,8,8,0
TA-01074,1,250,8,8,0
TA-01075,1,1,1,1,0
TA-01076,1,1,1,1,0
TA-01077,1,1,1,1,0
TA-01078,1,1,2,2,0
TA-01079,1,1,2,2,0
TA-01080,1,1,2,2,0
TA-01081,1,1,1,1,0
TA-01082,1,1,1,0,1
TA-01083,80,80,1,0,1
TA-01084,60,60,1,0,1
TA-01085,60,60,1,0,1
TA-01086,60,60,1,0,1
TA-01087,30,30,1,0,1
TA-01088,2,15,4,4,0
TA-01089,10,30,5,5,0
TA-01090,1,20,3,3,0
TA-01091,1,1,1,0,1
TA-01092,1,1,1,0,1
TA-01093,1,20,3,3,0
TA-01094,1,1,1,0,1
TA-01095,1,1,1,0,1
TA-01096,1,1,1,0,1
TA-01097,2,7,6,6,0
TA-01098,3,12,4,4,0
TA-01102,1,250,8,8,0
TA-01103,1,250,8,8,0
TA-01104,1,1,1,0,1
TA-01105,5,20,3,3,0
TA-01106,100,100,1,0,1
TA-01107,1,1,1,1,0
TA-01108,1,1,1,0,1
TA-01109,1,1,1,1,0
TA-01110,1,1,1,1,0
TA-01111,1,1,1,0,1
TA-01112,1,1,1,0,1
TA-01113,1,8,5,5,0
TA-01114,125,125,1,0,1
TA-01115,1,1,1,1,0
TA-01117,1,1,1,0,1
TA-01118,1,250,8,8,0
TA-01120,10,10,1,0,1
TA-01122,1,250,8,8,0
TA-01123,1,250,8,8,0
TA-01124,4,25,4,4,0
TA-01125,1,250,8,8,0
TA-01126,1,250,8,8,0
TA-01127,1,1,1,0,1
TA-01128,1,20,3,3,0
TA-01129,1,1,1,0,1
TA-01130,1,250,8,8,0
TA-01131,1,1,1,0,1
TA-01132,1,1,1,0,1
TA-01133,50,125,4,4,0
TA-01134,1,250,8,8,0
TA-01136,1,1,1,0,1
TA-01137,1,1,1,0,1
TA-01138,1,250,8,8,0
TA-01139,1,250,8,8,0
TA-01140,1,250,8,8,0
TA-01141,1,1,1,0,1
TA-01142,1,1,1,0,1
TA-01144,1,250,8,8,0
TA-01145,1,250,8,8,0
TA-01146,20,45,4,4,0
TA-01147,1,250,8,8,0
TA-01148,1,250,8,8,0
TA-01151,4,16,4,4,0
TA-01152,1,250,8,8,0
TA-01153,1,1,1,0,1
TA-01154,1,1,1,0,1
TA-01156,1,1,1,0,1
TA-01157,1,250,8,8,0
TA-01158,1,1,1,0,1
TA-01159,1,1,1,0,1
TA-01160,1,1,1,0,1
TA-01161,1,1,1,0,1
TA-01162,5,20,4,4,0
TA-01163,1,1,1,0,1
TA-01164,5,15,3,3,0
TA-01165,1,1,1,1,0
TA-01167,1,20,3,3,0
TA-01168,3,12,4,4,0
TA-01169,1,250,8,8,0
TA-01170,1,1,1,0,1
TA-01171,1,250,8,8,0
TA-01172,1,250,8,8,0
TA-01173,1,250,8,8,0
TA-01174,1,250,8,8,0
TA-01175,1,250,8,8,0
TA-01176,1,250,8,8,0
TA-01177,6,24,4,4,0
TA-01178,1,20,5,5,0
TA-01179,1,250,8,8,0
TA-01180,1,250,8,8,0
TA-01181,1,250,8,8,0
TA-01182,1,250,8,8,0
TA-01183,1,250,8,8,0
TA-01184,1,250,8,8,0
TA-01185,1,250,8,8,0
TA-01186,1,250,8,8,0
TA-01187,1,250,8,8,0
TA-01188,1,250,8,8,0
TA-01189,1,250,8,8,0
TA-01190,1,250,8,8,0
TA-01191,1,250,8,8,0
TA-01193,1,250,8,8,0
TA-01194,1,1,1,0,1
TA-01195,1,250,8,8,0
TA-01196,1,1,1,0,1
TA-01197,1,250,8,8,0
TA-01198,1,250,8,8,0
TA-01199,1,250,8,8,0
TA-01200,1,250,8,8,0
TA-01201,1,250,8,8,0
TA-01202,1,1,1,0,1
TA-01203,1,250,8,8,0
TA-01204,100,100,1,0,1
TA-01205,1,250,8,8,0
TA-01210,1,250,8,8,0
TA-01211,1,250,8,8,0
TA-01212,1,20,3,3,0
TA-01213,1,250,9,9,0
TA-01214,1,1,1,0,1
TA-01216,1,1,1,0,1
TA-01217,2,5,4,4,0
TA-01218,2,5,4,4,0
TA-01219,1,1,3,3,0
TA-01224,1,250,8,8,0
TA-01225,1,250,8,8,0
TA-01226,1,1,1,1,0
TA-01227,1,1,1,1,0
TA-01228,1,1,1,0,1
TA-01229,1,5,3,3,0
TA-01230,1,250,8,8,0
TA-01231,1,1,1,0,1
TA-01233,20,20,1,0,1
TA-01234,20,20,1,0,1
TA-01235,40,40,1,0,1
TA-01236,30,30,1,0,1
TA-01237,1,250,8,8,0
TA-01238,1,1,2,2,0
TA-01239,1,5,2,2,0
TA-01240,1,1,2,2,0
TA-01241,1,1,2,2,0
TA-01242,1,250,8,8,0
TA-01243,15,400,8,8,0
TA-01246,15,60,4,4,0
TA-01247,1,250,8,8,0
TA-01248,5,20,4,4,0
TA-01250,4,16,4,4,0
TA-01251,1,4,4,4,0
TA-01252,1,1,1,0,1
TA-01253,1,100,7,7,0
TA-01255,1,1,1,0,1
TA-01257,1,1,1,1,0
TA-01258,1,1,1,1,0
TA-01259,1,1,1,0,1
TA-01260,1,250,8,8,0
TA-01261,1,1,1,0,1
TA-01262,1,1,1,0,1
TA-01263,1,1,1,0,1
TA-01264,1,1,1,0,1
TA-01265,1,250,8,8,0
TA-01266,1,250,8,8,0
TA-01267,1,250,8,8,0
TA-01268,1,250,8,8,0
TA-01269,1,250,8,8,0
TA-01270,80,80,2,2,0
TA-01271,1,250,8,8,0
TA-01273,1,250,8,8,0
TA-01274,1,250,8,8,0
TA-01275,1,1,1,0,1
TA-01276,10,10,1,0,1
TA-01277,1,1,1,0,1
TA-01278,1,250,8,8,0
TA-01279,1,1,2,2,0
TA-01280,6,24,4,4,0
TA-01281,10,10,1,0,1
TA-01282,1,1,1,0,1
TA-01283,1,250,8,8,0
TA-01284,1,250,8,8,0
TA-01285,1,250,8,8,0
TA-01286,1,250,8,8,0
TA-01287,1,250,8,8,0
TA-01288,1,250,8,8,0
TA-01289,1,1,1,0,1
TA-01290,1,1,1,1,0
TA-01291,2,2,1,0,1
TA-01292,1,250,8,8,0
TA-01293,1,1,1,1,0
TA-01294,1,250,8,8,0
TA-01296,1,1,1,1,0
TA-01297,1,250,8,8,0
TA-01298,1,250,8,8,0
TA-01299,1,250,8,8,0
TA-01301,1,250,8,8,0
TA-01302,1,250,8,8,0
TA-01303,1,250,8,8,0
TA-01304,1,50,6,6,0
TA-01305,1,50,6,6,0
TA-01306,1,50,6,6,0
TA-01307,1,250,8,8,0
TA-01308,15,35,5,5,0
TA-01309,1,5,5,5,0
TA-01310,1,250,8,8,0
TA-01312,1,250,8,8,0
TA-01313,1,250,8,8,0
TA-01314,1,1,1,1,0
TA-01315,1,250,8,8,0
TA-01316,1,4,3,3,0
TA-01317,1,1,1,0,1
TA-01318,1,1,1,0,1
TA-01319,1,1,1,0,1
TA-01320,1,1,1,0,1
TA-01321,1,1,1,0,1
TA-01322,1,1,1,0,1
TA-01323,1,1,1,0,1
TA-01324,1,1,1,1,0
TA-01325,1,250,8,8,0
TA-01326,1,20,2,2,0
TA-01327,30,30,1,0,1
TA-01328,3,12,4,4,0
TA-01329,1,1,2,2,0
TA-01330,14,14,1,0,1
TA-01331,2,2,1,0,1
TA-01332,5,40,5,5,0
TA-01333,1,1,1,0,1
TA-01334,25,350,7,7,0
TA-01335,25,350,7,7,0
TA-01336,15,30,4,4,0
TA-01337,1,1,1,1,0
TA-01338,1,1,1,1,0
TA-01339,10,10,1,0,1
TA-01340,1,1,1,0,1
TA-01341,1,1,1,0,1
TA-01343,1,250,8,8,0
TA-01344,1,250,8,8,0
TA-01345,1,250,8,8,0
TA-01346,1,250,8,8,0
TA-01347,1,250,8,8,0
TA-01348,1,9,5,5,0
TA-01349,1,250,8,8,0
TA-01350,1,250,8,8,0
TA-01351,1,250,8,8,0
TA-01352,1,250,8,8,0
TA-01353,1,1,1,0,1
TA-01354,1,250,8,8,0
TA-01355,1,250,8,8,0
TA-01356,1,250,8,8,0
TA-01357,1,250,8,8,0
TA-01358,1,250,8,8,0
TA-01359,1,250,8,8,0
TA-01360,1,250,8,8,0
TA-01361,1,250,8,8,0
TA-01362,1,250,8,8,0
TA-01363,1,250,8,8,0
TA-01364,5,25,3,3,0
TA-01365,1,4,5,5,0
TA-01366,25,25,1,0,1
TA-01367,35,35,1,0,1
TA-01368,1,1,1,0,1
TA-01369,1,1,2,2,0
TA-01371,1,250,8,8,0
TA-01374,3,20,6,6,0
TA-01375,4,25,6,6,0
TA-01376,1,1,1,0,1
TA-01378,3,12,4,4,0
TA-01379,3,12,4,4,0
TA-01380,1,1,1,1,0
TA-01381,1,1,1,0,1
TA-01382,1,1,1,0,1
TA-01383,1,1,1,0,1
TA-01384,1,1,1,0,1
TA-01385,5,5,1,0,1
TA-01386,1,1,1,0,1
TA-01387,1,1,1,0,1
TA-01388,1,20,5,5,0
TA-01389,1,1,1,1,0
TA-01391,1,1,1,0,1
TA-01392,1,1,1,0,1
TA-01393,2,8,4,4,0
TA-01394,1,1,1,0,1
TA-01395,1,1,1,0,1
TA-01396,1,1,1,0,1
TA-01398,2,10,5,5,0
TA-01399,1,250,8,8,0
TA-01400,1,250,8,8,0
TA-01401,1,250,8,8,0
TA-01402,1,250,8,8,0
TA-01403,1,250,8,8,0
TA-01404,1,250,8,8,0
TA-01405,1,250,8,8,0
TA-01406,1,250,8,8,0
TA-01407,5,20,4,4,0
TA-01408,4,16,4,4,0
TA-01409,10,10,1,0,1
TA-01410,5,50,4,4,0
TA-01411,1,1,1,0,1
TA-01412,10,10,1,0,1
TA-01413,2,5,4,4,0
TA-01415,1,1,1,0,1
TA-01416,1,1,1,0,1
TA-01417,1,250,8,8,0
TA-01418,1,1,1,0,1
TA-01419,1,1,1,0,1
TA-01420,1,1,1,0,1
TA-01421,1,1,1,0,1
TA-01422,1,1,1,0,1
TA-01423,1,1,1,0,1
TA-01424,1,4,4,4,0
TA-01425,1,250,8,8,0
TA-01426,1,1,1,0,1
TA-01427,1,1,2,2,0
TA-01428,1,100,7,7,0
TA-01429,1,250,8,8,0
TA-01430,1,1,1,0,1
TA-01431,1,250,8,8,0
TA-01432,1,1,1,0,1
TA-01433,1,250,8,8,0
TA-01434,1,250,8,8,0
TA-01435,1,250,8,8,0
TA-01436,1,250,8,8,0
TA-01437,1,250,8,8,0
TA-01438,1,250,8,8,0
TA-01439,1,250,8,8,0
TA-01440,1,1,1,0,1
TA-01441,1,250,8,8,0
TA-01442,1,250,8,8,0
TA-01443,1,250,8,8,0
TA-01444,4,16,4,4,0
TA-01445,1,250,8,8,0
TA-01447,1,20,3,3,0
TA-01448,30,30,1,0,1
TA-01449,30,30,1,0,1
TA-01450,1,100,5,5,0
TA-01451,1,1,1,0,1
TA-01452,1,1,1,1,0
TA-01453,1,1,1,0,1
TA-01454,10,10,1,0,1
TA-01455,2,120,8,8,0
TA-01456,1,50,6,6,0
TA-01459,1,5,5,5,0
TA-01460,10,10,2,2,0
TA-01461,1,250,9,9,0
TA-01462,4,6,2,2,0
TA-01463,3,12,4,4,0
TA-01464,45,45,1,0,1
TA-01465,45,45,1,0,1
TA-01466,1,1,1,0,1
TA-01467,1,250,8,8,0
TA-01468,1,250,8,8,0
TA-01469,1,250,8,8,0
TA-01470,1,250,8,8,0
TA-01471,1,250,8,8,0
TA-01472,3,12,4,4,0
TA-01473,10,10,1,0,1
TA-01474,1,1,1,0,1
TA-01475,1,1,1,0,1
TA-01476,1,1,1,0,1
TA-01477,50,50,1,0,1
TA-01478,1,250,8,8,0
TA-01479,1,250,8,8,0
TA-01480,1,250,8,8,0
TA-01481,1,250,8,8,0
TA-01482,1,1,1,0,1
TA-01483,1,1,2,2,0
TA-01484,1,250,8,8,0
TA-01485,1,250,8,8,0
TA-01486,6,24,4,4,0
TA-01487,10,10,1,0,1
TA-01488,1,250,8,8,0
TA-01489,1,1,1,0,1
TA-01490,1,1,1,0,1
TA-01491,35,35,1,0,1
TA-01492,35,35,1,0,1
TA-01493,1,1,1,0,1
TA-01494,1,1,1,0,1
TA-01495,1,1,1,0,1
TA-01496,1,1,1,0,1
TA-01497,1,1,1,0,1
TA-01503,1,250,8,8,0
TA-01504,1,250,8,8,0
TA-01505,1,250,8,8,0
TA-01506,1,250,8,8,0
TA-01507,3,12,4,4,0
TA-01508,1,250,8,8,0
TA-01509,1,250,8,8,0
TA-01510,1,250,8,8,0
TA-01511,1,250,8,8,0
TA-01512,1,1,1,1,0
TA-01513,1,250,8,8,0
TA-01514,1,250,8,8,0
TA-01515,2,5,2,2,0
TA-01516,1,250,8,8,0
TA-01517,1,250,8,8,0
TA-01518,1,250,8,8,0
TA-01519,1,250,8,8,0
TA-01520,25,25,1,0,1
TA-01521,25,25,1,0,1
TA-01522,25,25,1,0,1
TA-01523,25,25,1,0,1
TA-01524,1,250,8,8,0
TA-01525,1,250,8,8,0
TA-01526,1,250,8,8,0
TA-01527,1,250,8,8,0
TA-01528,1,250,8,8,0
TA-01529,1,250,8,8,0
TA-01530,1,250,8,8,0
TA-01531,10,30,5,5,0
TA-01532,8,32,4,4,0
TA-01533,1,1,1,0,1
TA-01536,3,50,7,7,0
TA-01537,1,250,8,8,0
TA-01538,1,20,3,3,0
TA-01539,1,20,3,3,0
TA-01540,1,20,3,3,0
TA-01541,1,20,3,3,0
TA-01542,1,20,3,3,0
TA-01543,1,20,3,3,0
TA-01544,1,20,3,3,0
TA-01545,1,1,1,0,1
TA-01546,1,1,1,0,1
TA-01547,2,100,5,5,0
TA-01548,2,100,5,5,0
TA-01549,1,1,1,0,1
TA-01550,1,1,1,1,0
TA-01551,1,250,8,8,0
TA-01552,1,1,1,0,1
TA-01553,2,2,1,0,1
TA-01554,1,250,8,8,0
TA-01555,1,250,8,8,0
TA-01556,1,250,8,8,0
TA-01557,3,12,4,4,0
TA-01561,1,250,8,8,0
TA-01562,1,250,8,8,0
TA-01563,1,250,8,8,0
TA-01564,3,10,3,3,0
TA-01565,3,10,2,2,0
TA-01566,1,250,8,8,0
TA-01567,1,250,8,8,0
TA-01568,1,1,1,0,1
TA-01569,1,1,1,1,0
TA-01570,1,1,1,0,1
TA-01581,2,100,5,5,0
TA-01582,1,1,1,0,1
TA-01583,1,1,1,1,0
TA-01584,1,1,1,0,1
TA-01585,2,10,5,5,0
TA-01586,50,50,1,0,1
TA-01587,1,20,3,3,0
TA-01588,2,5,4,4,0
TA-01589,1,250,8,8,0
TA-01590,5,5,1,0,1
TA-01591,1,3,3,3,0
TA-01592,1,4,3,3,0
TA-01593,1,1,1,0,1
TA-01594,5,25,3,3,0
TA-01595,2,8,4,4,0
TA-01597,1,250,9,9,0
TA-01598,1,1,1,0,1
TA-01599,1,6,6,6,0
TA-01600,1,12,6,6,0
TA-01601,1,1,2,2,0
TA-01602,5,5,1,0,1
TA-01603,1,1,1,0,1
TA-01604,1,1,1,0,1
TA-01605,15,45,2,2,0
TA-01607,1,1,1,0,1
TA-01608,1,1,1,1,0
TA-01609,26,104,3,3,0
TA-01610,5,25,3,3,0
TA-01616,5,5,1,0,1
TA-01617,1,250,8,8,0
TA-01619,1,1,1,0,1
TA-01620,1,1,1,0,1
TA-01621,2,20,5,5,0
TA-01622,16,32,3,3,0
TA-01623,1,1,1,0,1
TA-01624,1,250,8,8,0
TA-01625,1,250,8,8,0
TA-01626,1,1,1,0,1
TA-01627,1,1,1,0,1
TA-01629,4,4,1,0,1
TA-01630,1,1,1,1,0
TA-01631,1,1,1,1,0
TA-01632,1,1,1,0,1
TA-01633,1,1,1,0,1
TA-01634,1,1,1,1,0
TA-01635,1,1,1,0,1
TA-01636,1,1,1,0,1
TA-01637,75,75,1,0,1
TA-01638,1,1,1,0,1
TA-01639,1,1,1,0,1
TA-01640,1,1,1,0,1
TA-01641,1,1,1,1,0
TA-01642,1,1,1,1,0
TA-01646,1,250,8,8,0
TA-01647,1,250,8,8,0
TA-01648,1,250,8,8,0
TA-01649,1,250,8,8,0
TA-01650,1,250,8,8,0
TA-01651,1,250,8,8,0
TA-01652,1,100,7,7,0
TA-01653,1,100,7,7,0
TA-01654,1,250,8,8,0
TA-01655,1,250,8,8,0
TA-01656,8,8,1,0,1
TA-01657,1,9,6,6,0
TA-01658,1,1,1,1,0
TA-01659,1,1,1,0,1
TA-01660,1,1,1,0,1
TA-01661,2,5,4,4,0
TA-01663,1,100,7,7,0
TA-01664,1,100,7,7,0
TA-01665,1,250,8,8,0
TA-01666,1,250,8,8,0
TA-01667,1,250,8,8,0
TA-01668,1,1,1,0,1
TA-01669,26,26,1,0,1
TA-01670,1,100,7,7,0
TA-01671,1,250,8,8,0
TA-01672,1,1,1,0,1
TA-01673,1,1,1,1,0
TA-01674,200,400,5,5,0
TA-01675,200,600,4,4,0
TA-01676,2,5,4,4,0
TA-01678,1,250,8,8,0
TA-01679,1,250,8,8,0
TA-01680,1,250,8,8,0
TA-01681,1,250,8,8,0
TA-01682,1,250,8,8,0
TA-01683,1,1,1,0,1
TA-01684,2,11,5,5,0
TA-01686,1,1,1,0,1
TA-01687,1,1,1,0,1
TA-01688,1,250,8,8,0
TA-01689,1,250,8,8,0
TA-01692,1,1,1,0,1
TA-01693,1,250,8,8,0
TA-01694,1,1,1,0,1
TA-01695,1,1,1,0,1
TA-01697,1,100,7,7,0
TA-01698,1,1,1,0,1
TA-01699,1,250,8,8,0
TA-01700,1,250,8,8,0
TA-01701,1,250,8,8,0
TA-01704,1,250,8,8,0
TA-01705,1,250,8,8,0
TA-01706,1,250,8,8,0
TA-01707,75,75,1,0,1
TA-01708,1,250,8,8,0
TA-01709,1,1,1,0,1
TA-01710,1,1,1,0,1
TA-01711,1,250,8,8,0
TA-01712,30,30,1,0,1
TA-01713,1,1,1,0,1
TA-01714,1,1,1,0,1
TA-01715,1,1,1,0,1
TA-01716,1,1,1,0,1
TA-01717,12,12,1,0,1
TA-01718,1,250,8,8,0
TA-01719,1,250,8,8,0
TA-01720,1,250,8,8,0
TA-01721,1,250,8,8,0
TA-01722,1,250,8,8,0
TA-01723,1,250,8,8,0
TA-01724,1,250,8,8,0
TA-01725,1,1,1,0,1
TA-01726,1,1,1,0,1
TA-01727,1,1,1,0,1
TA-01728,1,250,8,8,0
TA-01729,1,250,8,8,0
TA-01730,1,1,1,0,1
TA-01731,1,1,1,0,1
TA-01732,60,60,1,0,1
TA-01733,1,1,1,0,1
TA-01734,1,1,1,0,1
TA-01735,1,250,8,8,0
TA-01736,1,250,8,8,0
TA-01737,1,250,8,8,0
TA-01738,1,250,8,8,0
TA-01739,1,1,1,0,1
TA-01740,1,20,5,5,0
TA-01742,1,5,3,3,0
TA-01743,2,8,4,4,0
TA-01744,1,5,3,3,0
TA-01746,1,250,8,8,0
TA-01747,1,250,8,8,0
TA-01748,1,1,1,0,1
TA-01749,1,1,1,0,1
TA-01750,1,1,1,0,1
TA-01751,1,1,1,0,1
TA-01756,1,1,1,0,1
TA-01757,2,10,5,5,0
TA-01758,1,250,8,8,0
TA-01759,1,1,1,0,1
TA-01760,1,1,1,0,1
TA-01761,1,1,1,1,0
TA-01762,2,5,4,4,0
TA-01763,1,250,8,8,0
TA-01764,1,5,5,5,0
TA-01765,10,40,4,4,0
TA-01766,1,250,8,8,0
TA-01767,1,250,8,8,0
TA-01768,1,250,8,8,0
TA-01769,1,250,8,8,0
TA-01770,1,250,8,8,0
TA-01771,1,250,8,8,0
TA-01772,10,10,1,0,1
TA-01773,1,250,8,8,0
TA-01774,1,250,8,8,0
TA-01775,1,250,8,8,0
TA-01777,1,250,8,8,0
TA-01778,1,250,8,8,0
TA-01779,45,45,1,0,1
TA-01780,45,45,1,0,1
TA-01781,2,5,4,4,0
TA-01782,25,25,1,0,1
TA-01783,1,250,8,8,0
TA-01784,1,250,8,8,0
TA-01785,2,8,4,4,0
TA-01786,1,250,8,8,0
TA-01787,1,250,8,8,0
TA-01788,1,250,8,8,0
TA-01789,1,10,5,5,0
TA-01790,1,1,1,0,1
TA-01791,2,2,1,0,1
TA-01792,2,2,1,0,1
TA-01793,1,1,1,0,1
TA-01794,1,1,1,0,1
TA-01795,1,1,1,0,1
TA-01796,1,1,1,0,1
TA-01797,1,1,1,0,1
TA-01798,1,5,5,5,0
TA-01800,1,1,1,0,1
TA-01801,1,1,1,0,1
TA-01802,1,1,1,1,0
TA-01803,1,1,1,1,0
TA-01804,1,5,5,5,0
TA-01805,60,120,4,4,0
TA-01806,1,1,1,0,1
TA-01807,1,250,8,8,0
TA-01809,1,20,6,6,0
TA-01810,1,20,5,5,0
TA-01811,1,20,6,6,0
TA-01812,2,5,4,4,0
TA-01813,1,1,1,0,1
TA-01814,2,4,3,3,0
TA-01815,1,250,8,8,0
TA-01816,1,250,8,8,0
TA-01817,1,1,1,0,1
TA-01818,1,20,3,3,0
TA-01819,1,20,3,3,0
TA-01820,10,10,1,0,1
TA-01821,1,1,1,1,0
TA-01822,1,1,1,1,0
TA-01823,1,1,1,1,0
TA-01824,1,1,1,0,1
TA-01825,30,100,4,4,0
TA-01826,1,1,1,0,1
TA-01827,1,250,9,9,0
TA-01828,1,250,8,8,0
TA-01829,1,20,3,3,0
TA-01830,5,5,1,0,1
TA-01831,1,250,8,8,0
TA-01832,1,20,3,3,0
TA-01833,5,10,2,2,0
TA-01834,1,250,8,8,0
TA-01835,1,1,1,0,1
TA-01836,1,10,5,5,0
TA-01837,1,10,5,5,0
TA-01838,1,1,1,0,1
TA-01839,1,1,1,0,1
TA-01840,1,1,1,0,1
TA-01841,1,1,1,0,1
TA-01842,2,2,1,0,1
TA-01843,1,1,1,0,1
TA-01844,1,250,8,8,0
TA-01845,1,250,8,8,0
TA-01846,1,250,8,8,0
TA-01847,1,250,8,8,0
TA-01848,1,250,8,8,0
TA-01849,1,250,8,8,0
TA-01850,1,250,8,8,0
TA-01851,1,1,1,0,1
TA-01853,1,1,1,0,1
TA-01854,1,1,1,1,0
TA-01855,1,1,1,1,0
TA-01856,1,5,5,5,0
TA-01857,1,250,8,8,0
TA-01858,1,10,5,5,0
TA-01859,1,250,8,8,0
TA-01860,1,250,8,8,0
TA-01861,3,3,1,0,1
TA-01862,5,10,2,2,0
TA-01863,2,5,4,4,0
TA-01864,1,250,8,8,0
TA-01865,12,12,1,0,1
TA-01866,2,5,4,4,0
TA-01867,1,250,8,8,0
TA-01870,1,250,8,8,0
TA-01871,1,250,8,8,0
TA-01872,1,1,1,0,1
TA-01873,10,10,1,0,1
TA-01874,1,250,8,8,0
TA-01875,1,250,8,8,0
TA-01876,1,1,1,0,1
TA-01877,1,250,8,8,0
TA-01878,1,250,8,8,0
TA-01879,1,250,8,8,0
TA-01880,1,250,8,8,0
TA-01881,1,250,8,8,0
TA-01882,1,250,8,8,0
TA-01883,1,250,8,8,0
TA-01884,10,10,1,0,1
TA-01885,1,250,8,8,0
TA-01886,1,250,8,8,0
TA-01887,1,250,8,8,0
TA-01888,1,250,8,8,0
TA-01889,1,250,8,8,0
TA-01890,1,250,8,8,0
TA-01891,4,5,2,2,0
TA-01892,1,50,6,6,0
TA-01893,1,1,1,0,1
TA-01894,1,1,1,1,0
TA-01895,1,1,1,0,1
TA-01896,1,1,1,1,0
TA-01897,1,1,1,1,0
TA-01898,3,6,4,4,0
TA-01899,2,6,5,5,0
TA-01900,1,1,1,0,1
TA-01901,1,250,8,8,0
TA-01902,1,250,8,8,0
TA-01903,3,12,4,4,0
TA-01906,1,250,8,8,0
TA-01907,1,250,8,8,0
TA-01908,1,250,8,8,0
TA-01909,1,250,8,8,0
TA-01910,1,250,8,8,0
TA-01911,1,250,8,8,0
TA-01912,10,75,5,5,0
TA-01914,1,250,8,8,0
TA-01915,1,1,2,2,0
TA-01916,1,1,2,2,0
TA-01917,1,1,1,1,0
TA-01918,1,1,1,0,1
TA-01919,1,1,1,1,0
TA-01920,1,250,8,8,0
TA-01921,1,4,4,4,0
TA-01922,1,1,1,1,0
TA-01923,1,1,1,1,0
TA-01924,1,250,8,8,0
TA-01927,1,250,8,8,0
TA-01928,1,250,8,8,0
TA-01929,1,250,8,8,0
TA-01930,1,48,5,5,0
TA-01931,1,1,1,0,1
TA-01932,1,1,1,1,0
TA-01933,1,1,1,0,1
TA-01934,1,1,1,0,1
TA-01935,1,1,1,0,1
TA-01936,1,1,1,0,1
TA-01937,1,100,7,7,0
TA-01938,5,20,4,4,0
TA-01939,2,5,4,4,0
TA-01940,1,1,1,0,1
TA-01941,1,1,1,0,1
TA-01942,1,1,1,0,1
TA-01944,1,10,4,4,0
TA-01945,1,1,1,0,1
TA-01946,1,100,7,7,0
TA-01947,40,40,1,0,1
TA-01949,1,1,1,0,1
TA-01951,1,20,3,3,0
TA-01952,1,1,1,0,1
TA-01953,1,20,6,6,0
TA-01956,1,250,8,8,0
TA-01957,1,250,8,8,0
TA-01958,1,250,8,8,0
TA-01959,1,1,1,1,0
TA-01960,1,250,8,8,0
TA-01961,1,250,8,8,0
TA-01962,1,250,8,8,0
TA-01963,1,250,8,8,0
TA-01964,1,250,8,8,0
TA-01965,1,250,8,8,0
TA-01966,2,8,4,4,0
TA-01968,1,1,1,1,0
TA-01969,1,1,1,1,0
TA-01970,1,1,2,2,0
TA-01971,1,250,8,8,0
TA-01972,1,1,1,1,0
TA-01973,1,1,1,0,1
TA-01974,1,250,8,8,0
TA-01975,1,1,1,0,1
TA-01977,1,1,1,1,0
TA-01978,1,1,1,1,0
TA-01979,1,1,1,1,0
TA-01980,1,1,1,0,1
TA-01981,1,1,1,1,0
TA-01982,1,1,1,1,0
TA-01983,15,20,2,2,0
TA-01984,3,12,4,4,0
TA-01985,8,8,1,0,1
TA-01986,1,1,1,0,1
TA-01987,1,250,8,8,0
TA-01988,1,250,8,8,0
TA-01989,1,250,8,8,0
TA-01990,1,1,1,0,1
TA-01991,1,250,8,8,0
TA-01993,1,250,8,8,0
TA-01994,1,1,1,0,1
TA-01995,1,250,8,8,0
TA-01996,1,250,8,8,0
TA-01997,1,250,8,8,0
TA-01998,15,60,4,4,0
TA-01999,25,70,4,4,0
TA-02001,1,1,1,0,1
TA-02002,2,10,4,4,0
TA-02003,75,75,1,0,1
TA-02004,10,50,3,3,0
TA-02005,1,250,8,8,0
TA-02006,5,5,1,0,1
TA-02007,1,250,8,8,0
TA-02008,1,250,8,8,0
TA-02009,1,250,8,8,0
TA-02010,1,250,8,8,0
TA-02011,1,250,8,8,0
TA-02012,1,250,8,8,0
TA-02014,4,10,4,4,0
TA-02015,1,250,8,8,0
TA-02016,1,250,8,8,0
TA-02017,1,1,1,0,1
TA-02018,50,50,1,0,1
TA-02019,50,50,1,0,1
TA-02020,1,250,8,8,0
TA-02021,1,250,8,8,0
TA-02022,1,250,8,8,0
TA-02023,1,15,5,5,0
TA-02024,1,15,5,5,0
TA-02025,15,35,3,3,0
TA-02026,10,30,3,3,0
TA-02027,1,15,5,5,0
TA-02028,1,5,4,4,0
TA-02029,5,10,2,2,0
TA-02030,10,30,3,3,0
TA-02031,10,25,4,4,0
TA-02032,3,9,4,4,0
TA-02033,5,15,3,3,0
TA-02034,5,15,3,3,0
TA-02035,1,1,1,0,1
